vocabulary size: 164
n tunes: 9984
n train tunes: 9472.0
n validation tunes: 512.0
29/1184 (epoch 0.098) train_loss=580.13155343 time/batch=6.64s
30/1184 (epoch 0.101) train_loss=203.43574649 time/batch=2.49s
31/1184 (epoch 0.105) train_loss=721.34709374 time/batch=9.91s
32/1184 (epoch 0.108) train_loss=321.42038635 time/batch=4.28s
33/1184 (epoch 0.111) train_loss=549.87439601 time/batch=6.12s
34/1184 (epoch 0.115) train_loss=843.16336764 time/batch=11.42s
35/1184 (epoch 0.118) train_loss=901.46091295 time/batch=12.08s
36/1184 (epoch 0.122) train_loss=551.00277766 time/batch=7.63s
37/1184 (epoch 0.125) train_loss=608.73733202 time/batch=7.16s
38/1184 (epoch 0.128) train_loss=214.51503854 time/batch=2.86s
39/1184 (epoch 0.132) train_loss=304.21061735 time/batch=4.11s
40/1184 (epoch 0.135) train_loss=606.06446627 time/batch=7.46s
41/1184 (epoch 0.139) train_loss=968.56159581 time/batch=13.80s
42/1184 (epoch 0.142) train_loss=613.05037826 time/batch=7.26s
43/1184 (epoch 0.145) train_loss=742.49706961 time/batch=8.68s
44/1184 (epoch 0.149) train_loss=183.76716818 time/batch=2.33s
45/1184 (epoch 0.152) train_loss=794.62297117 time/batch=10.02s
46/1184 (epoch 0.155) train_loss=2857.50132855 time/batch=53.30s
47/1184 (epoch 0.159) train_loss=630.89916898 time/batch=7.26s
48/1184 (epoch 0.162) train_loss=552.21412480 time/batch=6.75s
49/1184 (epoch 0.166) train_loss=606.12132275 time/batch=7.61s
50/1184 (epoch 0.169) train_loss=255.82807945 time/batch=3.05s
51/1184 (epoch 0.172) train_loss=187.56374622 time/batch=2.40s
52/1184 (epoch 0.176) train_loss=269.26542741 time/batch=3.46s
53/1184 (epoch 0.179) train_loss=408.74450602 time/batch=4.79s
54/1184 (epoch 0.182) train_loss=790.65691286 time/batch=10.23s
55/1184 (epoch 0.186) train_loss=446.33231282 time/batch=5.90s
56/1184 (epoch 0.189) train_loss=319.63042825 time/batch=3.87s
57/1184 (epoch 0.193) train_loss=416.95616439 time/batch=5.18s
58/1184 (epoch 0.196) train_loss=615.14355596 time/batch=7.73s
59/1184 (epoch 0.199) train_loss=228.60024010 time/batch=3.35s
60/1184 (epoch 0.203) train_loss=421.35753372 time/batch=5.10s
61/1184 (epoch 0.206) train_loss=792.08664164 time/batch=10.15s
62/1184 (epoch 0.209) train_loss=344.03378244 time/batch=4.45s
63/1184 (epoch 0.213) train_loss=458.27149310 time/batch=5.82s
64/1184 (epoch 0.216) train_loss=485.43885056 time/batch=6.42s
65/1184 (epoch 0.220) train_loss=634.67496097 time/batch=8.21s
66/1184 (epoch 0.223) train_loss=582.74641881 time/batch=7.51s
67/1184 (epoch 0.226) train_loss=326.77585322 time/batch=4.45s
68/1184 (epoch 0.230) train_loss=489.98475931 time/batch=7.14s
69/1184 (epoch 0.233) train_loss=353.95334040 time/batch=5.16s
70/1184 (epoch 0.236) train_loss=438.98500896 time/batch=6.55s
71/1184 (epoch 0.240) train_loss=469.93634171 time/batch=6.28s
72/1184 (epoch 0.243) train_loss=411.95679108 time/batch=5.44s
73/1184 (epoch 0.247) train_loss=544.15011137 time/batch=7.49s
74/1184 (epoch 0.250) train_loss=268.89382455 time/batch=3.99s
75/1184 (epoch 0.253) train_loss=453.47199687 time/batch=6.41s
76/1184 (epoch 0.257) train_loss=692.23683466 time/batch=9.12s
77/1184 (epoch 0.260) train_loss=642.69201128 time/batch=9.43s
78/1184 (epoch 0.264) train_loss=737.29171227 time/batch=9.36s
79/1184 (epoch 0.267) train_loss=521.22514753 time/batch=7.09s
80/1184 (epoch 0.270) train_loss=244.60562918 time/batch=3.11s
81/1184 (epoch 0.274) train_loss=702.81723286 time/batch=9.48s
82/1184 (epoch 0.277) train_loss=265.51810420 time/batch=3.66s
83/1184 (epoch 0.280) train_loss=214.11985012 time/batch=3.67s
84/1184 (epoch 0.284) train_loss=637.93725161 time/batch=9.45s
85/1184 (epoch 0.287) train_loss=225.32691441 time/batch=3.61s
86/1184 (epoch 0.291) train_loss=523.58901680 time/batch=8.06s
87/1184 (epoch 0.294) train_loss=187.55914510 time/batch=3.23s
88/1184 (epoch 0.297) train_loss=704.46909775 time/batch=10.81s
89/1184 (epoch 0.301) train_loss=431.44777298 time/batch=6.48s
90/1184 (epoch 0.304) train_loss=519.28152093 time/batch=7.16s
91/1184 (epoch 0.307) train_loss=255.79687534 time/batch=3.85s
92/1184 (epoch 0.311) train_loss=556.44021318 time/batch=8.05s
93/1184 (epoch 0.314) train_loss=504.47943818 time/batch=7.15s
94/1184 (epoch 0.318) train_loss=332.31039973 time/batch=5.26s
95/1184 (epoch 0.321) train_loss=619.42916635 time/batch=9.19s
96/1184 (epoch 0.324) train_loss=736.39241760 time/batch=10.75s
97/1184 (epoch 0.328) train_loss=451.51768953 time/batch=6.92s
98/1184 (epoch 0.331) train_loss=547.06342800 time/batch=6.48s
99/1184 (epoch 0.334) train_loss=480.70814815 time/batch=5.89s
100/1184 (epoch 0.338) train_loss=307.50794678 time/batch=4.35s
101/1184 (epoch 0.341) train_loss=388.11846262 time/batch=5.35s
102/1184 (epoch 0.345) train_loss=370.73104279 time/batch=5.36s
103/1184 (epoch 0.348) train_loss=351.96024683 time/batch=4.85s
104/1184 (epoch 0.351) train_loss=516.20746790 time/batch=6.98s
105/1184 (epoch 0.355) train_loss=280.70834865 time/batch=4.12s
106/1184 (epoch 0.358) train_loss=545.47177307 time/batch=7.97s
107/1184 (epoch 0.361) train_loss=446.42909104 time/batch=6.54s
108/1184 (epoch 0.365) train_loss=582.08896209 time/batch=8.54s
109/1184 (epoch 0.368) train_loss=323.71014143 time/batch=4.80s
110/1184 (epoch 0.372) train_loss=444.82411171 time/batch=6.37s
111/1184 (epoch 0.375) train_loss=255.94879369 time/batch=4.06s
112/1184 (epoch 0.378) train_loss=412.23424235 time/batch=6.57s
113/1184 (epoch 0.382) train_loss=291.75248746 time/batch=4.51s
114/1184 (epoch 0.385) train_loss=549.42736984 time/batch=8.39s
115/1184 (epoch 0.389) train_loss=680.68700553 time/batch=8.26s
116/1184 (epoch 0.392) train_loss=515.15362604 time/batch=6.26s
117/1184 (epoch 0.395) train_loss=541.28634622 time/batch=7.02s
118/1184 (epoch 0.399) train_loss=615.28353813 time/batch=7.55s
119/1184 (epoch 0.402) train_loss=559.36879768 time/batch=6.91s
120/1184 (epoch 0.405) train_loss=203.17983510 time/batch=2.70s
121/1184 (epoch 0.409) train_loss=753.49169548 time/batch=9.17s
122/1184 (epoch 0.412) train_loss=651.50460966 time/batch=8.00s
123/1184 (epoch 0.416) train_loss=480.00217642 time/batch=6.02s
124/1184 (epoch 0.419) train_loss=516.64227325 time/batch=6.62s
125/1184 (epoch 0.422) train_loss=457.90368672 time/batch=5.87s
126/1184 (epoch 0.426) train_loss=302.35571464 time/batch=4.40s
127/1184 (epoch 0.429) train_loss=419.21265760 time/batch=5.34s
128/1184 (epoch 0.432) train_loss=414.58782855 time/batch=5.73s
129/1184 (epoch 0.436) train_loss=403.33638879 time/batch=5.22s
130/1184 (epoch 0.439) train_loss=749.39943377 time/batch=9.63s
131/1184 (epoch 0.443) train_loss=441.60256286 time/batch=5.76s
132/1184 (epoch 0.446) train_loss=495.71964623 time/batch=6.43s
133/1184 (epoch 0.449) train_loss=166.43804891 time/batch=2.16s
134/1184 (epoch 0.453) train_loss=578.10347156 time/batch=7.26s
135/1184 (epoch 0.456) train_loss=373.37789960 time/batch=4.67s
136/1184 (epoch 0.459) train_loss=735.66741346 time/batch=9.55s
137/1184 (epoch 0.463) train_loss=457.43747733 time/batch=5.94s
138/1184 (epoch 0.466) train_loss=435.55890946 time/batch=5.49s
139/1184 (epoch 0.470) train_loss=665.54737458 time/batch=8.44s
140/1184 (epoch 0.473) train_loss=467.72407093 time/batch=6.54s
141/1184 (epoch 0.476) train_loss=235.85687745 time/batch=2.77s
142/1184 (epoch 0.480) train_loss=350.18153883 time/batch=5.16s
143/1184 (epoch 0.483) train_loss=318.16903579 time/batch=4.86s
144/1184 (epoch 0.486) train_loss=225.56244686 time/batch=3.88s
145/1184 (epoch 0.490) train_loss=167.90136509 time/batch=2.74s
146/1184 (epoch 0.493) train_loss=217.44230283 time/batch=3.21s
147/1184 (epoch 0.497) train_loss=290.25577933 time/batch=5.16s
148/1184 (epoch 0.500) train_loss=284.78889394 time/batch=4.99s
149/1184 (epoch 0.503) train_loss=422.55230372 time/batch=6.37s
150/1184 (epoch 0.507) train_loss=712.01441287 time/batch=10.63s
151/1184 (epoch 0.510) train_loss=280.77305996 time/batch=4.45s
152/1184 (epoch 0.514) train_loss=267.46924155 time/batch=4.38s
153/1184 (epoch 0.517) train_loss=360.99431788 time/batch=5.58s
154/1184 (epoch 0.520) train_loss=316.76704145 time/batch=5.26s
155/1184 (epoch 0.524) train_loss=290.42383659 time/batch=4.65s
156/1184 (epoch 0.527) train_loss=661.32892009 time/batch=9.81s
157/1184 (epoch 0.530) train_loss=726.24804787 time/batch=9.93s
158/1184 (epoch 0.534) train_loss=332.52533104 time/batch=4.84s
159/1184 (epoch 0.537) train_loss=361.30476456 time/batch=5.12s
160/1184 (epoch 0.541) train_loss=165.78262019 time/batch=2.51s
161/1184 (epoch 0.544) train_loss=699.32382414 time/batch=10.53s
162/1184 (epoch 0.547) train_loss=483.84943213 time/batch=6.89s
163/1184 (epoch 0.551) train_loss=380.65142961 time/batch=5.71s
164/1184 (epoch 0.554) train_loss=147.40775527 time/batch=2.47s
165/1184 (epoch 0.557) train_loss=347.34255300 time/batch=5.47s
166/1184 (epoch 0.561) train_loss=705.99460784 time/batch=10.53s
167/1184 (epoch 0.564) train_loss=303.77369758 time/batch=5.19s
168/1184 (epoch 0.568) train_loss=214.20793383 time/batch=3.69s
169/1184 (epoch 0.571) train_loss=489.54905699 time/batch=7.81s
170/1184 (epoch 0.574) train_loss=251.43735556 time/batch=4.44s
171/1184 (epoch 0.578) train_loss=362.86048994 time/batch=6.07s
172/1184 (epoch 0.581) train_loss=519.51304214 time/batch=8.64s
173/1184 (epoch 0.584) train_loss=434.83444660 time/batch=6.66s
174/1184 (epoch 0.588) train_loss=381.91589038 time/batch=6.81s
175/1184 (epoch 0.591) train_loss=658.42245637 time/batch=10.31s
176/1184 (epoch 0.595) train_loss=542.77354046 time/batch=8.60s
177/1184 (epoch 0.598) train_loss=347.15771653 time/batch=5.37s
178/1184 (epoch 0.601) train_loss=213.18662352 time/batch=3.63s
179/1184 (epoch 0.605) train_loss=456.64200475 time/batch=7.45s
180/1184 (epoch 0.608) train_loss=431.12962825 time/batch=6.68s
181/1184 (epoch 0.611) train_loss=333.42266996 time/batch=5.20s
182/1184 (epoch 0.615) train_loss=254.92063506 time/batch=4.11s
183/1184 (epoch 0.618) train_loss=491.17732121 time/batch=7.23s
184/1184 (epoch 0.622) train_loss=543.27527913 time/batch=7.82s
185/1184 (epoch 0.625) train_loss=460.14676760 time/batch=6.94s
186/1184 (epoch 0.628) train_loss=522.95563416 time/batch=8.17s
187/1184 (epoch 0.632) train_loss=432.01385740 time/batch=7.69s
188/1184 (epoch 0.635) train_loss=198.58596371 time/batch=3.57s
189/1184 (epoch 0.639) train_loss=289.27444617 time/batch=4.01s
190/1184 (epoch 0.642) train_loss=422.74295886 time/batch=6.37s
191/1184 (epoch 0.645) train_loss=375.23871677 time/batch=6.39s
192/1184 (epoch 0.649) train_loss=364.10993878 time/batch=5.64s
193/1184 (epoch 0.652) train_loss=414.42273673 time/batch=6.70s
194/1184 (epoch 0.655) train_loss=249.09210824 time/batch=3.64s
195/1184 (epoch 0.659) train_loss=236.83421912 time/batch=3.62s
196/1184 (epoch 0.662) train_loss=497.99576750 time/batch=7.58s
197/1184 (epoch 0.666) train_loss=174.70978634 time/batch=2.96s
198/1184 (epoch 0.669) train_loss=407.65428670 time/batch=6.06s
199/1184 (epoch 0.672) train_loss=356.91450274 time/batch=5.30s
200/1184 (epoch 0.676) train_loss=291.92445422 time/batch=4.50s
201/1184 (epoch 0.679) train_loss=312.50930684 time/batch=5.11s
202/1184 (epoch 0.682) train_loss=319.81512644 time/batch=5.87s
203/1184 (epoch 0.686) train_loss=560.37579123 time/batch=9.27s
204/1184 (epoch 0.689) train_loss=550.71106587 time/batch=9.63s
205/1184 (epoch 0.693) train_loss=335.58393584 time/batch=6.20s
206/1184 (epoch 0.696) train_loss=240.28310249 time/batch=4.72s
207/1184 (epoch 0.699) train_loss=373.20194910 time/batch=6.60s
208/1184 (epoch 0.703) train_loss=495.45655844 time/batch=8.39s
209/1184 (epoch 0.706) train_loss=474.36626961 time/batch=7.76s
210/1184 (epoch 0.709) train_loss=270.77294898 time/batch=4.80s
211/1184 (epoch 0.713) train_loss=331.04959400 time/batch=5.16s
212/1184 (epoch 0.716) train_loss=400.62151511 time/batch=6.54s
213/1184 (epoch 0.720) train_loss=274.00240171 time/batch=4.79s
214/1184 (epoch 0.723) train_loss=373.34679224 time/batch=6.48s
215/1184 (epoch 0.726) train_loss=359.97507146 time/batch=6.45s
216/1184 (epoch 0.730) train_loss=519.10828775 time/batch=8.43s
217/1184 (epoch 0.733) train_loss=363.49185712 time/batch=6.72s
218/1184 (epoch 0.736) train_loss=182.21013128 time/batch=3.49s
219/1184 (epoch 0.740) train_loss=290.05576481 time/batch=5.31s
220/1184 (epoch 0.743) train_loss=390.01883675 time/batch=6.74s
221/1184 (epoch 0.747) train_loss=367.15150770 time/batch=5.86s
222/1184 (epoch 0.750) train_loss=299.29107887 time/batch=5.30s
223/1184 (epoch 0.753) train_loss=407.66876682 time/batch=7.57s
224/1184 (epoch 0.757) train_loss=409.54487362 time/batch=6.37s
225/1184 (epoch 0.760) train_loss=347.41883574 time/batch=4.77s
226/1184 (epoch 0.764) train_loss=446.85742964 time/batch=8.18s
227/1184 (epoch 0.767) train_loss=319.90843200 time/batch=6.10s
228/1184 (epoch 0.770) train_loss=249.31843335 time/batch=4.44s
229/1184 (epoch 0.774) train_loss=276.99361748 time/batch=4.45s
230/1184 (epoch 0.777) train_loss=186.66864348 time/batch=3.49s
231/1184 (epoch 0.780) train_loss=276.31704745 time/batch=5.19s
232/1184 (epoch 0.784) train_loss=236.95374671 time/batch=3.46s
233/1184 (epoch 0.787) train_loss=383.02343509 time/batch=5.49s
234/1184 (epoch 0.791) train_loss=247.60368669 time/batch=3.68s
235/1184 (epoch 0.794) train_loss=633.79352622 time/batch=10.73s
236/1184 (epoch 0.797) train_loss=480.03421489 time/batch=6.23s
237/1184 (epoch 0.801) train_loss=401.41604037 time/batch=5.37s
238/1184 (epoch 0.804) train_loss=479.10107062 time/batch=6.07s
239/1184 (epoch 0.807) train_loss=450.93388369 time/batch=5.67s
240/1184 (epoch 0.811) train_loss=197.54137805 time/batch=2.46s
241/1184 (epoch 0.814) train_loss=242.43025171 time/batch=2.98s
242/1184 (epoch 0.818) train_loss=260.85490445 time/batch=3.47s
243/1184 (epoch 0.821) train_loss=453.48581236 time/batch=5.95s
244/1184 (epoch 0.824) train_loss=439.47636044 time/batch=4.83s
245/1184 (epoch 0.828) train_loss=437.17621827 time/batch=5.09s
246/1184 (epoch 0.831) train_loss=297.16288853 time/batch=3.62s
247/1184 (epoch 0.834) train_loss=226.37349453 time/batch=2.85s
248/1184 (epoch 0.838) train_loss=343.79626340 time/batch=4.10s
249/1184 (epoch 0.841) train_loss=398.78549104 time/batch=4.69s
250/1184 (epoch 0.845) train_loss=449.05597521 time/batch=5.27s
251/1184 (epoch 0.848) train_loss=355.49453692 time/batch=4.19s
252/1184 (epoch 0.851) train_loss=471.02901673 time/batch=5.65s
253/1184 (epoch 0.855) train_loss=355.18636354 time/batch=4.23s
254/1184 (epoch 0.858) train_loss=513.62816895 time/batch=6.07s
255/1184 (epoch 0.861) train_loss=285.30523752 time/batch=4.03s
256/1184 (epoch 0.865) train_loss=476.69253438 time/batch=6.58s
257/1184 (epoch 0.868) train_loss=481.89364900 time/batch=7.32s
258/1184 (epoch 0.872) train_loss=638.25462537 time/batch=9.02s
259/1184 (epoch 0.875) train_loss=440.97777702 time/batch=6.38s
260/1184 (epoch 0.878) train_loss=416.09117576 time/batch=5.87s
261/1184 (epoch 0.882) train_loss=460.45408318 time/batch=6.56s
262/1184 (epoch 0.885) train_loss=301.13354732 time/batch=4.53s
263/1184 (epoch 0.889) train_loss=436.44451446 time/batch=5.80s
264/1184 (epoch 0.892) train_loss=339.98262549 time/batch=4.50s
265/1184 (epoch 0.895) train_loss=363.45090204 time/batch=4.15s
266/1184 (epoch 0.899) train_loss=440.48709815 time/batch=5.38s
267/1184 (epoch 0.902) train_loss=441.23369533 time/batch=5.19s
268/1184 (epoch 0.905) train_loss=568.09270955 time/batch=6.25s
269/1184 (epoch 0.909) train_loss=557.41940316 time/batch=7.29s
270/1184 (epoch 0.912) train_loss=584.27960660 time/batch=7.75s
271/1184 (epoch 0.916) train_loss=368.66790531 time/batch=4.83s
272/1184 (epoch 0.919) train_loss=339.80512025 time/batch=4.04s
273/1184 (epoch 0.922) train_loss=424.81638275 time/batch=5.05s
274/1184 (epoch 0.926) train_loss=338.00768256 time/batch=4.55s
275/1184 (epoch 0.929) train_loss=447.76305168 time/batch=5.25s
276/1184 (epoch 0.932) train_loss=518.12787021 time/batch=5.82s
277/1184 (epoch 0.936) train_loss=445.36632751 time/batch=6.11s
278/1184 (epoch 0.939) train_loss=445.11859929 time/batch=6.33s
279/1184 (epoch 0.943) train_loss=374.61542032 time/batch=5.43s
280/1184 (epoch 0.946) train_loss=347.30178457 time/batch=4.76s
281/1184 (epoch 0.949) train_loss=381.16429934 time/batch=4.57s
282/1184 (epoch 0.953) train_loss=336.34282962 time/batch=4.53s
283/1184 (epoch 0.956) train_loss=334.48553144 time/batch=4.58s
284/1184 (epoch 0.959) train_loss=349.38218299 time/batch=4.12s
285/1184 (epoch 0.963) train_loss=474.80756205 time/batch=5.46s
286/1184 (epoch 0.966) train_loss=361.40852438 time/batch=5.27s
287/1184 (epoch 0.970) train_loss=424.86492266 time/batch=6.10s
288/1184 (epoch 0.973) train_loss=340.28191570 time/batch=4.13s
289/1184 (epoch 0.976) train_loss=503.16119367 time/batch=6.03s
290/1184 (epoch 0.980) train_loss=345.38595810 time/batch=5.19s
291/1184 (epoch 0.983) train_loss=383.83315856 time/batch=4.84s
292/1184 (epoch 0.986) train_loss=364.95448633 time/batch=5.12s
293/1184 (epoch 0.990) train_loss=400.16274524 time/batch=5.34s
294/1184 (epoch 0.993) train_loss=469.15309652 time/batch=6.37s
295/1184 (epoch 0.997) train_loss=443.55092587 time/batch=6.41s
296/1184 (epoch 1.000) train_loss=347.32761181 time/batch=5.81s
  saved to metadata/configSample--20250114-222226.pkl
297/1184 (epoch 1.003) train_loss=1030.14622640 time/batch=14.35s
298/1184 (epoch 1.007) train_loss=520.25965045 time/batch=6.54s
299/1184 (epoch 1.010) train_loss=322.21969494 time/batch=5.26s
300/1184 (epoch 1.014) train_loss=1199.40777540 time/batch=18.52s
301/1184 (epoch 1.017) train_loss=2902.09131816 time/batch=59.82s
302/1184 (epoch 1.020) train_loss=1426.68707445 time/batch=22.08s
303/1184 (epoch 1.024) train_loss=1272.46735104 time/batch=20.98s
304/1184 (epoch 1.027) train_loss=777.81243595 time/batch=12.63s
305/1184 (epoch 1.030) train_loss=206.74546362 time/batch=3.05s
306/1184 (epoch 1.034) train_loss=894.80897973 time/batch=13.70s
307/1184 (epoch 1.037) train_loss=727.03316172 time/batch=10.07s
308/1184 (epoch 1.041) train_loss=377.74994190 time/batch=5.68s
309/1184 (epoch 1.044) train_loss=549.42744355 time/batch=8.14s
310/1184 (epoch 1.047) train_loss=589.96761718 time/batch=7.45s
311/1184 (epoch 1.051) train_loss=160.81793225 time/batch=2.83s
312/1184 (epoch 1.054) train_loss=1743.79867855 time/batch=26.37s
313/1184 (epoch 1.057) train_loss=848.64158421 time/batch=10.90s
314/1184 (epoch 1.061) train_loss=417.91554083 time/batch=5.15s
315/1184 (epoch 1.064) train_loss=697.71210431 time/batch=8.14s
316/1184 (epoch 1.068) train_loss=521.11175478 time/batch=5.85s
317/1184 (epoch 1.071) train_loss=909.65419528 time/batch=11.85s
318/1184 (epoch 1.074) train_loss=317.79919423 time/batch=3.77s
319/1184 (epoch 1.078) train_loss=318.81175859 time/batch=3.83s
320/1184 (epoch 1.081) train_loss=890.89439512 time/batch=11.11s
321/1184 (epoch 1.084) train_loss=278.45834017 time/batch=3.81s
322/1184 (epoch 1.088) train_loss=180.49733081 time/batch=2.25s
323/1184 (epoch 1.091) train_loss=292.96010617 time/batch=3.69s
324/1184 (epoch 1.095) train_loss=245.29854034 time/batch=3.19s
325/1184 (epoch 1.098) train_loss=542.18310740 time/batch=6.79s
326/1184 (epoch 1.101) train_loss=390.91735955 time/batch=4.46s
327/1184 (epoch 1.105) train_loss=535.36682425 time/batch=6.25s
328/1184 (epoch 1.108) train_loss=816.60205804 time/batch=9.54s
329/1184 (epoch 1.111) train_loss=479.38412227 time/batch=5.49s
330/1184 (epoch 1.115) train_loss=1074.73632118 time/batch=12.15s
331/1184 (epoch 1.118) train_loss=502.72943592 time/batch=5.65s
332/1184 (epoch 1.122) train_loss=724.72978555 time/batch=8.71s
333/1184 (epoch 1.125) train_loss=438.92979267 time/batch=5.57s
334/1184 (epoch 1.128) train_loss=610.44656938 time/batch=7.15s
335/1184 (epoch 1.132) train_loss=143.85857282 time/batch=1.97s
336/1184 (epoch 1.135) train_loss=453.30515956 time/batch=6.09s
337/1184 (epoch 1.139) train_loss=800.11860548 time/batch=9.59s
338/1184 (epoch 1.142) train_loss=524.16140925 time/batch=7.73s
339/1184 (epoch 1.145) train_loss=1626.56058090 time/batch=25.99s
340/1184 (epoch 1.149) train_loss=597.10589035 time/batch=6.92s
341/1184 (epoch 1.152) train_loss=364.25021990 time/batch=4.38s
342/1184 (epoch 1.155) train_loss=228.81696286 time/batch=2.73s
343/1184 (epoch 1.159) train_loss=158.19151025 time/batch=2.02s
344/1184 (epoch 1.162) train_loss=253.21973296 time/batch=3.10s
345/1184 (epoch 1.166) train_loss=255.29109337 time/batch=3.15s
346/1184 (epoch 1.169) train_loss=696.22538921 time/batch=7.91s
347/1184 (epoch 1.172) train_loss=1028.30658675 time/batch=12.43s
348/1184 (epoch 1.176) train_loss=789.28369607 time/batch=9.05s
349/1184 (epoch 1.179) train_loss=450.98006749 time/batch=5.45s
350/1184 (epoch 1.182) train_loss=200.82213102 time/batch=2.56s
351/1184 (epoch 1.186) train_loss=473.33832519 time/batch=5.61s
352/1184 (epoch 1.189) train_loss=262.36096548 time/batch=3.24s
353/1184 (epoch 1.193) train_loss=807.46687716 time/batch=9.16s
354/1184 (epoch 1.196) train_loss=165.61771163 time/batch=2.13s
355/1184 (epoch 1.199) train_loss=713.05683984 time/batch=8.11s
356/1184 (epoch 1.203) train_loss=347.80629249 time/batch=4.20s
357/1184 (epoch 1.206) train_loss=701.70771986 time/batch=7.78s
358/1184 (epoch 1.209) train_loss=495.13808623 time/batch=5.70s
359/1184 (epoch 1.213) train_loss=1156.84875113 time/batch=12.89s
360/1184 (epoch 1.216) train_loss=667.65401945 time/batch=7.45s
361/1184 (epoch 1.220) train_loss=554.60680257 time/batch=6.34s
362/1184 (epoch 1.223) train_loss=939.70375207 time/batch=10.78s
363/1184 (epoch 1.226) train_loss=811.29908787 time/batch=9.69s
364/1184 (epoch 1.230) train_loss=376.70544744 time/batch=4.44s
365/1184 (epoch 1.233) train_loss=171.86012812 time/batch=2.16s
366/1184 (epoch 1.236) train_loss=200.93869848 time/batch=2.57s
367/1184 (epoch 1.240) train_loss=299.80297478 time/batch=3.62s
368/1184 (epoch 1.243) train_loss=231.72220768 time/batch=2.83s
369/1184 (epoch 1.247) train_loss=331.10156697 time/batch=3.94s
370/1184 (epoch 1.250) train_loss=447.44478545 time/batch=5.41s
371/1184 (epoch 1.253) train_loss=370.32278947 time/batch=4.61s
372/1184 (epoch 1.257) train_loss=673.39358906 time/batch=7.65s
373/1184 (epoch 1.260) train_loss=272.89831365 time/batch=3.25s
374/1184 (epoch 1.264) train_loss=415.86395019 time/batch=4.90s
375/1184 (epoch 1.267) train_loss=661.13490519 time/batch=7.87s
376/1184 (epoch 1.270) train_loss=564.97308587 time/batch=5.89s
377/1184 (epoch 1.274) train_loss=532.67167637 time/batch=6.09s
378/1184 (epoch 1.277) train_loss=235.87640373 time/batch=2.86s
379/1184 (epoch 1.280) train_loss=637.87670514 time/batch=7.17s
380/1184 (epoch 1.284) train_loss=306.24251079 time/batch=3.77s
381/1184 (epoch 1.287) train_loss=442.10997337 time/batch=5.12s
382/1184 (epoch 1.291) train_loss=378.58038499 time/batch=4.54s
383/1184 (epoch 1.294) train_loss=573.03420280 time/batch=6.71s
384/1184 (epoch 1.297) train_loss=392.16769998 time/batch=4.51s
385/1184 (epoch 1.301) train_loss=344.05468211 time/batch=4.42s
386/1184 (epoch 1.304) train_loss=410.89981962 time/batch=5.33s
387/1184 (epoch 1.307) train_loss=549.87566548 time/batch=6.67s
388/1184 (epoch 1.311) train_loss=603.47943151 time/batch=7.22s
