vocabulary size: 159
n tunes: 9984
n train tunes: 9472.0
n validation tunes: 512.0
57/59200 (epoch 0.193) train_loss=601.77067574 time/batch=11.74s
58/59200 (epoch 0.196) train_loss=248.24574661 time/batch=5.31s
59/59200 (epoch 0.199) train_loss=766.63267826 time/batch=14.59s
60/59200 (epoch 0.203) train_loss=272.71513285 time/batch=5.23s
61/59200 (epoch 0.206) train_loss=852.05956427 time/batch=19.43s
62/59200 (epoch 0.209) train_loss=757.40936108 time/batch=16.00s
63/59200 (epoch 0.213) train_loss=145.67620383 time/batch=2.98s
64/59200 (epoch 0.216) train_loss=688.50136284 time/batch=14.06s
65/59200 (epoch 0.220) train_loss=346.27891386 time/batch=6.57s
66/59200 (epoch 0.223) train_loss=638.34185711 time/batch=12.30s
67/59200 (epoch 0.226) train_loss=416.78801439 time/batch=8.68s
68/59200 (epoch 0.230) train_loss=451.37851228 time/batch=10.41s
69/59200 (epoch 0.233) train_loss=559.87627182 time/batch=11.44s
70/59200 (epoch 0.236) train_loss=413.85878243 time/batch=7.90s
71/59200 (epoch 0.240) train_loss=694.95206607 time/batch=13.51s
72/59200 (epoch 0.243) train_loss=540.07102871 time/batch=10.95s
73/59200 (epoch 0.247) train_loss=427.70584322 time/batch=8.23s
74/59200 (epoch 0.250) train_loss=363.02350909 time/batch=7.62s
75/59200 (epoch 0.253) train_loss=656.83486655 time/batch=13.09s
76/59200 (epoch 0.257) train_loss=211.13556166 time/batch=4.35s
77/59200 (epoch 0.260) train_loss=597.05236294 time/batch=12.02s
78/59200 (epoch 0.264) train_loss=282.60064631 time/batch=5.92s
79/59200 (epoch 0.267) train_loss=206.89381020 time/batch=4.22s
80/59200 (epoch 0.270) train_loss=159.35736462 time/batch=3.16s
81/59200 (epoch 0.274) train_loss=547.64480948 time/batch=10.23s
82/59200 (epoch 0.277) train_loss=383.09266055 time/batch=7.46s
83/59200 (epoch 0.280) train_loss=265.66409721 time/batch=5.13s
84/59200 (epoch 0.284) train_loss=256.15725650 time/batch=5.15s
85/59200 (epoch 0.287) train_loss=703.07242155 time/batch=15.47s
86/59200 (epoch 0.291) train_loss=389.15076467 time/batch=7.37s
87/59200 (epoch 0.294) train_loss=511.08855282 time/batch=9.68s
88/59200 (epoch 0.297) train_loss=225.37040586 time/batch=4.69s
89/59200 (epoch 0.301) train_loss=297.79062841 time/batch=6.10s
90/59200 (epoch 0.304) train_loss=245.22500984 time/batch=4.94s
91/59200 (epoch 0.307) train_loss=554.32907284 time/batch=10.78s
92/59200 (epoch 0.311) train_loss=211.61336367 time/batch=4.28s
93/59200 (epoch 0.314) train_loss=317.12714901 time/batch=6.20s
94/59200 (epoch 0.318) train_loss=640.27852021 time/batch=12.15s
95/59200 (epoch 0.321) train_loss=678.61146540 time/batch=11.79s
96/59200 (epoch 0.324) train_loss=509.40188030 time/batch=9.63s
97/59200 (epoch 0.328) train_loss=280.40824517 time/batch=5.59s
98/59200 (epoch 0.331) train_loss=631.46007444 time/batch=11.70s
99/59200 (epoch 0.334) train_loss=191.23110866 time/batch=3.95s
100/59200 (epoch 0.338) train_loss=669.29807493 time/batch=12.56s
101/59200 (epoch 0.341) train_loss=408.48063597 time/batch=8.06s
102/59200 (epoch 0.345) train_loss=284.49367457 time/batch=5.90s
103/59200 (epoch 0.348) train_loss=490.12997246 time/batch=9.77s
104/59200 (epoch 0.351) train_loss=348.66258431 time/batch=7.12s
105/59200 (epoch 0.355) train_loss=341.86573038 time/batch=6.74s
106/59200 (epoch 0.358) train_loss=668.55300264 time/batch=12.82s
107/59200 (epoch 0.361) train_loss=592.81211013 time/batch=12.27s
108/59200 (epoch 0.365) train_loss=252.87119358 time/batch=5.31s
109/59200 (epoch 0.368) train_loss=468.38731668 time/batch=9.80s
110/59200 (epoch 0.372) train_loss=485.22237799 time/batch=9.30s
111/59200 (epoch 0.375) train_loss=273.29416054 time/batch=5.49s
112/59200 (epoch 0.378) train_loss=372.22758749 time/batch=7.18s
113/59200 (epoch 0.382) train_loss=402.73753281 time/batch=8.10s
114/59200 (epoch 0.385) train_loss=350.52062008 time/batch=6.91s
115/59200 (epoch 0.389) train_loss=410.25510732 time/batch=8.33s
116/59200 (epoch 0.392) train_loss=148.34013296 time/batch=3.03s
117/59200 (epoch 0.395) train_loss=185.69551909 time/batch=3.94s
118/59200 (epoch 0.399) train_loss=276.24987592 time/batch=5.52s
119/59200 (epoch 0.402) train_loss=560.20260557 time/batch=11.00s
120/59200 (epoch 0.405) train_loss=375.55088464 time/batch=7.26s
121/59200 (epoch 0.409) train_loss=514.54803298 time/batch=11.53s
122/59200 (epoch 0.412) train_loss=303.86570474 time/batch=6.15s
123/59200 (epoch 0.416) train_loss=211.20035557 time/batch=4.35s
124/59200 (epoch 0.419) train_loss=627.94642858 time/batch=12.35s
125/59200 (epoch 0.422) train_loss=224.58182795 time/batch=4.69s
126/59200 (epoch 0.426) train_loss=501.25448356 time/batch=10.22s
127/59200 (epoch 0.429) train_loss=470.14793430 time/batch=10.41s
128/59200 (epoch 0.432) train_loss=472.07823071 time/batch=10.16s
129/59200 (epoch 0.436) train_loss=384.05068454 time/batch=8.09s
130/59200 (epoch 0.439) train_loss=471.97211006 time/batch=10.12s
131/59200 (epoch 0.443) train_loss=667.37028345 time/batch=15.14s
132/59200 (epoch 0.446) train_loss=224.52845373 time/batch=4.55s
133/59200 (epoch 0.449) train_loss=159.76972824 time/batch=3.33s
134/59200 (epoch 0.453) train_loss=390.55916751 time/batch=7.54s
135/59200 (epoch 0.456) train_loss=159.71599280 time/batch=3.40s
136/59200 (epoch 0.459) train_loss=258.97576437 time/batch=5.24s
137/59200 (epoch 0.463) train_loss=359.71451418 time/batch=6.93s
138/59200 (epoch 0.466) train_loss=367.09247832 time/batch=7.19s
139/59200 (epoch 0.470) train_loss=483.14256871 time/batch=9.31s
140/59200 (epoch 0.473) train_loss=330.24385354 time/batch=6.56s
141/59200 (epoch 0.476) train_loss=160.37961593 time/batch=3.41s
142/59200 (epoch 0.480) train_loss=585.71242449 time/batch=11.29s
143/59200 (epoch 0.483) train_loss=490.76727768 time/batch=9.48s
144/59200 (epoch 0.486) train_loss=382.47637279 time/batch=7.52s
145/59200 (epoch 0.490) train_loss=385.72381839 time/batch=7.80s
146/59200 (epoch 0.493) train_loss=261.17738011 time/batch=5.28s
147/59200 (epoch 0.497) train_loss=493.93843206 time/batch=9.20s
148/59200 (epoch 0.500) train_loss=176.81506468 time/batch=3.65s
149/59200 (epoch 0.503) train_loss=125.29845722 time/batch=3.11s
Validating
    loss:	431.142779

150/59200 (epoch 0.507) train_loss=211.09914118 time/batch=120.23s
151/59200 (epoch 0.510) train_loss=425.71585988 time/batch=8.58s
152/59200 (epoch 0.514) train_loss=294.75720286 time/batch=5.80s
153/59200 (epoch 0.517) train_loss=391.85867054 time/batch=7.87s
154/59200 (epoch 0.520) train_loss=432.96269203 time/batch=8.56s
155/59200 (epoch 0.524) train_loss=397.09401486 time/batch=8.47s
156/59200 (epoch 0.527) train_loss=232.31095868 time/batch=4.71s
157/59200 (epoch 0.530) train_loss=311.01070656 time/batch=6.06s
158/59200 (epoch 0.534) train_loss=430.34675443 time/batch=8.57s
159/59200 (epoch 0.537) train_loss=306.15567911 time/batch=6.08s
160/59200 (epoch 0.541) train_loss=246.01400704 time/batch=5.06s
161/59200 (epoch 0.544) train_loss=330.06113828 time/batch=6.50s
162/59200 (epoch 0.547) train_loss=240.09125751 time/batch=4.81s
163/59200 (epoch 0.551) train_loss=185.18624844 time/batch=3.93s
164/59200 (epoch 0.554) train_loss=448.26684908 time/batch=8.56s
165/59200 (epoch 0.557) train_loss=395.69761338 time/batch=7.93s
166/59200 (epoch 0.561) train_loss=317.10221285 time/batch=6.37s
167/59200 (epoch 0.564) train_loss=440.52507233 time/batch=8.54s
168/59200 (epoch 0.568) train_loss=555.29202525 time/batch=11.22s
169/59200 (epoch 0.571) train_loss=268.64228906 time/batch=5.38s
170/59200 (epoch 0.574) train_loss=425.44877888 time/batch=8.22s
171/59200 (epoch 0.578) train_loss=476.88906347 time/batch=9.22s
172/59200 (epoch 0.581) train_loss=408.97751333 time/batch=8.17s
173/59200 (epoch 0.584) train_loss=279.28055996 time/batch=5.60s
174/59200 (epoch 0.588) train_loss=380.01685985 time/batch=7.77s
175/59200 (epoch 0.591) train_loss=238.48029155 time/batch=4.92s
176/59200 (epoch 0.595) train_loss=402.41745162 time/batch=7.99s
177/59200 (epoch 0.598) train_loss=373.00613296 time/batch=7.31s
178/59200 (epoch 0.601) train_loss=394.05407325 time/batch=8.07s
179/59200 (epoch 0.605) train_loss=371.77339334 time/batch=7.35s
180/59200 (epoch 0.608) train_loss=383.77570540 time/batch=7.75s
181/59200 (epoch 0.611) train_loss=628.62484891 time/batch=12.33s
182/59200 (epoch 0.615) train_loss=274.01318637 time/batch=5.71s
183/59200 (epoch 0.618) train_loss=410.08345723 time/batch=8.36s
184/59200 (epoch 0.622) train_loss=426.06458751 time/batch=8.53s
185/59200 (epoch 0.625) train_loss=372.05217192 time/batch=7.83s
186/59200 (epoch 0.628) train_loss=173.44646734 time/batch=3.88s
187/59200 (epoch 0.632) train_loss=195.30253992 time/batch=4.21s
188/59200 (epoch 0.635) train_loss=194.16034636 time/batch=4.34s
189/59200 (epoch 0.639) train_loss=399.01188680 time/batch=8.10s
190/59200 (epoch 0.642) train_loss=492.62408494 time/batch=9.14s
191/59200 (epoch 0.645) train_loss=626.41016566 time/batch=12.03s
192/59200 (epoch 0.649) train_loss=426.76950339 time/batch=8.35s
193/59200 (epoch 0.652) train_loss=533.16391663 time/batch=9.97s
194/59200 (epoch 0.655) train_loss=360.59586496 time/batch=7.37s
195/59200 (epoch 0.659) train_loss=305.66325910 time/batch=6.17s
196/59200 (epoch 0.662) train_loss=270.22277659 time/batch=5.56s
197/59200 (epoch 0.666) train_loss=359.05159404 time/batch=7.25s
198/59200 (epoch 0.669) train_loss=266.20669060 time/batch=5.61s
199/59200 (epoch 0.672) train_loss=177.58481856 time/batch=3.87s
200/59200 (epoch 0.676) train_loss=318.52904222 time/batch=6.50s
201/59200 (epoch 0.679) train_loss=183.17780738 time/batch=4.03s
202/59200 (epoch 0.682) train_loss=263.58442768 time/batch=5.38s
203/59200 (epoch 0.686) train_loss=293.26648932 time/batch=5.84s
204/59200 (epoch 0.689) train_loss=391.18358739 time/batch=8.04s
205/59200 (epoch 0.693) train_loss=327.55495636 time/batch=6.71s
206/59200 (epoch 0.696) train_loss=304.45234535 time/batch=6.46s
207/59200 (epoch 0.699) train_loss=422.27202107 time/batch=8.54s
208/59200 (epoch 0.703) train_loss=257.10939047 time/batch=5.30s
209/59200 (epoch 0.706) train_loss=367.67240534 time/batch=7.39s
210/59200 (epoch 0.709) train_loss=241.54370651 time/batch=5.08s
211/59200 (epoch 0.713) train_loss=247.58481807 time/batch=5.34s
212/59200 (epoch 0.716) train_loss=296.77026316 time/batch=6.04s
213/59200 (epoch 0.720) train_loss=213.01679309 time/batch=4.35s
214/59200 (epoch 0.723) train_loss=287.57869746 time/batch=6.09s
215/59200 (epoch 0.726) train_loss=270.46397046 time/batch=5.69s
216/59200 (epoch 0.730) train_loss=330.63915546 time/batch=6.71s
217/59200 (epoch 0.733) train_loss=141.43831066 time/batch=3.17s
218/59200 (epoch 0.736) train_loss=282.15871053 time/batch=5.95s
219/59200 (epoch 0.740) train_loss=482.23396260 time/batch=11.48s
220/59200 (epoch 0.743) train_loss=218.57366461 time/batch=4.73s
221/59200 (epoch 0.747) train_loss=272.55696977 time/batch=5.77s
222/59200 (epoch 0.750) train_loss=388.14719456 time/batch=7.89s
223/59200 (epoch 0.753) train_loss=425.54403033 time/batch=8.47s
224/59200 (epoch 0.757) train_loss=235.06742070 time/batch=5.02s
225/59200 (epoch 0.760) train_loss=175.28990384 time/batch=4.10s
226/59200 (epoch 0.764) train_loss=277.99966831 time/batch=5.69s
227/59200 (epoch 0.767) train_loss=313.05934731 time/batch=6.45s
228/59200 (epoch 0.770) train_loss=353.34747930 time/batch=6.90s
229/59200 (epoch 0.774) train_loss=277.08076833 time/batch=5.68s
230/59200 (epoch 0.777) train_loss=261.19976120 time/batch=5.73s
231/59200 (epoch 0.780) train_loss=344.21589196 time/batch=7.08s
232/59200 (epoch 0.784) train_loss=440.05052119 time/batch=8.61s
233/59200 (epoch 0.787) train_loss=289.46837822 time/batch=6.16s
234/59200 (epoch 0.791) train_loss=320.17810319 time/batch=6.63s
235/59200 (epoch 0.794) train_loss=351.47031293 time/batch=6.74s
236/59200 (epoch 0.797) train_loss=321.79051945 time/batch=6.63s
237/59200 (epoch 0.801) train_loss=414.16295805 time/batch=8.28s
238/59200 (epoch 0.804) train_loss=243.35621152 time/batch=5.18s
239/59200 (epoch 0.807) train_loss=220.99273659 time/batch=4.73s
240/59200 (epoch 0.811) train_loss=373.53504851 time/batch=7.52s
241/59200 (epoch 0.814) train_loss=286.29357444 time/batch=5.88s
242/59200 (epoch 0.818) train_loss=344.28952376 time/batch=7.19s
243/59200 (epoch 0.821) train_loss=372.62623700 time/batch=7.69s
244/59200 (epoch 0.824) train_loss=447.30788795 time/batch=8.95s
245/59200 (epoch 0.828) train_loss=216.50767156 time/batch=4.77s
246/59200 (epoch 0.831) train_loss=235.33480240 time/batch=5.23s
247/59200 (epoch 0.834) train_loss=344.87031690 time/batch=7.46s
248/59200 (epoch 0.838) train_loss=377.85698806 time/batch=7.62s
249/59200 (epoch 0.841) train_loss=377.55026953 time/batch=7.68s
250/59200 (epoch 0.845) train_loss=334.83762151 time/batch=6.69s
251/59200 (epoch 0.848) train_loss=369.01968792 time/batch=7.76s
252/59200 (epoch 0.851) train_loss=281.25221838 time/batch=5.74s
253/59200 (epoch 0.855) train_loss=366.13483138 time/batch=7.58s
254/59200 (epoch 0.858) train_loss=222.85016204 time/batch=5.23s
255/59200 (epoch 0.861) train_loss=277.77287066 time/batch=5.73s
256/59200 (epoch 0.865) train_loss=360.01952440 time/batch=7.65s
257/59200 (epoch 0.868) train_loss=141.30926342 time/batch=3.16s
258/59200 (epoch 0.872) train_loss=433.31734480 time/batch=8.77s
259/59200 (epoch 0.875) train_loss=333.24200478 time/batch=6.72s
260/59200 (epoch 0.878) train_loss=248.85552725 time/batch=5.80s
261/59200 (epoch 0.882) train_loss=275.24110675 time/batch=5.86s
262/59200 (epoch 0.885) train_loss=324.05983480 time/batch=6.78s
263/59200 (epoch 0.889) train_loss=390.29262323 time/batch=7.89s
264/59200 (epoch 0.892) train_loss=290.46138717 time/batch=5.96s
265/59200 (epoch 0.895) train_loss=279.31767854 time/batch=5.96s
266/59200 (epoch 0.899) train_loss=338.68648336 time/batch=6.87s
267/59200 (epoch 0.902) train_loss=413.61642342 time/batch=8.66s
268/59200 (epoch 0.905) train_loss=142.69511254 time/batch=3.28s
269/59200 (epoch 0.909) train_loss=348.69405460 time/batch=7.79s
270/59200 (epoch 0.912) train_loss=314.77088075 time/batch=6.54s
271/59200 (epoch 0.916) train_loss=310.01459307 time/batch=6.56s
272/59200 (epoch 0.919) train_loss=348.86756758 time/batch=6.96s
273/59200 (epoch 0.922) train_loss=209.55573488 time/batch=4.45s
274/59200 (epoch 0.926) train_loss=284.45610177 time/batch=5.93s
275/59200 (epoch 0.929) train_loss=397.17426284 time/batch=8.51s
276/59200 (epoch 0.932) train_loss=280.10937872 time/batch=5.82s
277/59200 (epoch 0.936) train_loss=349.49055403 time/batch=7.74s
278/59200 (epoch 0.939) train_loss=277.63007313 time/batch=5.87s
279/59200 (epoch 0.943) train_loss=404.23776237 time/batch=8.26s
280/59200 (epoch 0.946) train_loss=428.30791984 time/batch=8.61s
281/59200 (epoch 0.949) train_loss=281.45231644 time/batch=5.94s
282/59200 (epoch 0.953) train_loss=416.69841350 time/batch=8.60s
283/59200 (epoch 0.956) train_loss=377.47705639 time/batch=7.86s
284/59200 (epoch 0.959) train_loss=203.77992723 time/batch=4.39s
285/59200 (epoch 0.963) train_loss=174.18873700 time/batch=5.84s
286/59200 (epoch 0.966) train_loss=293.00124412 time/batch=6.19s
287/59200 (epoch 0.970) train_loss=312.08953097 time/batch=6.52s
288/59200 (epoch 0.973) train_loss=422.67560214 time/batch=8.82s
289/59200 (epoch 0.976) train_loss=370.79116543 time/batch=8.88s
290/59200 (epoch 0.980) train_loss=298.98185620 time/batch=6.21s
291/59200 (epoch 0.983) train_loss=311.33669946 time/batch=6.63s
292/59200 (epoch 0.986) train_loss=297.46380137 time/batch=6.43s
293/59200 (epoch 0.990) train_loss=272.47484726 time/batch=5.87s
294/59200 (epoch 0.993) train_loss=300.70275539 time/batch=6.35s
295/59200 (epoch 0.997) train_loss=274.72134420 time/batch=5.86s
296/59200 (epoch 1.000) train_loss=283.03193859 time/batch=6.38s
  saved to metadata/configSample-DutchIrishNobars-20250119-120858.pkl
297/59200 (epoch 1.003) train_loss=149.36969404 time/batch=3.42s
298/59200 (epoch 1.007) train_loss=349.02000847 time/batch=7.11s
299/59200 (epoch 1.010) train_loss=422.13034261 time/batch=8.47s
Validating
    loss:	412.214473

300/59200 (epoch 1.014) train_loss=1153.01676182 time/batch=148.47s
301/59200 (epoch 1.017) train_loss=1562.51229115 time/batch=31.82s
302/59200 (epoch 1.020) train_loss=128.25028830 time/batch=2.85s
303/59200 (epoch 1.024) train_loss=1277.68026284 time/batch=25.31s
304/59200 (epoch 1.027) train_loss=758.76829724 time/batch=15.02s
305/59200 (epoch 1.030) train_loss=174.00447909 time/batch=3.63s
306/59200 (epoch 1.034) train_loss=536.12497200 time/batch=10.74s
307/59200 (epoch 1.037) train_loss=631.06769631 time/batch=12.50s
308/59200 (epoch 1.041) train_loss=806.51719692 time/batch=15.74s
309/59200 (epoch 1.044) train_loss=262.39977526 time/batch=5.53s
310/59200 (epoch 1.047) train_loss=270.44776035 time/batch=5.96s
311/59200 (epoch 1.051) train_loss=756.54496995 time/batch=15.43s
312/59200 (epoch 1.054) train_loss=420.27031078 time/batch=8.26s
313/59200 (epoch 1.057) train_loss=230.61399577 time/batch=4.94s
314/59200 (epoch 1.061) train_loss=138.17388193 time/batch=3.19s
315/59200 (epoch 1.064) train_loss=877.64547652 time/batch=17.03s
316/59200 (epoch 1.068) train_loss=724.95437511 time/batch=14.48s
317/59200 (epoch 1.071) train_loss=416.65053456 time/batch=8.59s
318/59200 (epoch 1.074) train_loss=965.42227965 time/batch=18.79s
319/59200 (epoch 1.078) train_loss=398.89036987 time/batch=8.44s
320/59200 (epoch 1.081) train_loss=145.24446112 time/batch=3.24s
321/59200 (epoch 1.084) train_loss=379.29596971 time/batch=7.87s
322/59200 (epoch 1.088) train_loss=2503.66631873 time/batch=70.80s
323/59200 (epoch 1.091) train_loss=424.75886201 time/batch=9.52s
324/59200 (epoch 1.095) train_loss=628.48396876 time/batch=13.90s
325/59200 (epoch 1.098) train_loss=164.25942221 time/batch=3.87s
326/59200 (epoch 1.101) train_loss=849.08838161 time/batch=20.62s
327/59200 (epoch 1.105) train_loss=437.04764203 time/batch=10.52s
328/59200 (epoch 1.108) train_loss=752.53622823 time/batch=20.25s
329/59200 (epoch 1.111) train_loss=598.90046524 time/batch=14.04s
330/59200 (epoch 1.115) train_loss=643.46159325 time/batch=15.34s
331/59200 (epoch 1.118) train_loss=679.85275961 time/batch=15.76s
332/59200 (epoch 1.122) train_loss=366.91178209 time/batch=8.90s
333/59200 (epoch 1.125) train_loss=141.64450155 time/batch=3.65s
334/59200 (epoch 1.128) train_loss=387.15514994 time/batch=9.42s
335/59200 (epoch 1.132) train_loss=199.98849944 time/batch=5.02s
336/59200 (epoch 1.135) train_loss=679.43434920 time/batch=16.33s
337/59200 (epoch 1.139) train_loss=602.81147429 time/batch=15.29s
338/59200 (epoch 1.142) train_loss=281.08573953 time/batch=7.05s
339/59200 (epoch 1.145) train_loss=584.05320882 time/batch=13.78s
340/59200 (epoch 1.149) train_loss=402.23486707 time/batch=9.92s
341/59200 (epoch 1.152) train_loss=301.50376635 time/batch=7.36s
342/59200 (epoch 1.155) train_loss=428.31847794 time/batch=10.96s
343/59200 (epoch 1.159) train_loss=555.93547234 time/batch=12.91s
344/59200 (epoch 1.162) train_loss=1012.25227788 time/batch=23.20s
345/59200 (epoch 1.166) train_loss=197.95550926 time/batch=4.94s
346/59200 (epoch 1.169) train_loss=708.25277890 time/batch=16.40s
347/59200 (epoch 1.172) train_loss=159.90202541 time/batch=3.78s
348/59200 (epoch 1.176) train_loss=467.10175973 time/batch=10.46s
349/59200 (epoch 1.179) train_loss=151.24943602 time/batch=3.79s
350/59200 (epoch 1.182) train_loss=360.20412509 time/batch=8.22s
351/59200 (epoch 1.186) train_loss=286.33290320 time/batch=6.75s
352/59200 (epoch 1.189) train_loss=565.37949976 time/batch=12.43s
353/59200 (epoch 1.193) train_loss=216.17154107 time/batch=5.05s
354/59200 (epoch 1.196) train_loss=207.87465277 time/batch=4.71s
355/59200 (epoch 1.199) train_loss=336.96604165 time/batch=7.42s
356/59200 (epoch 1.203) train_loss=558.71732732 time/batch=12.21s
357/59200 (epoch 1.206) train_loss=401.86878861 time/batch=9.38s
358/59200 (epoch 1.209) train_loss=435.29596098 time/batch=9.74s
359/59200 (epoch 1.213) train_loss=171.10825065 time/batch=4.06s
360/59200 (epoch 1.216) train_loss=521.57624679 time/batch=11.96s
361/59200 (epoch 1.220) train_loss=246.02338569 time/batch=5.54s
362/59200 (epoch 1.223) train_loss=346.54432196 time/batch=7.94s
363/59200 (epoch 1.226) train_loss=294.21818953 time/batch=6.82s
364/59200 (epoch 1.230) train_loss=480.49603788 time/batch=10.59s
365/59200 (epoch 1.233) train_loss=617.92933626 time/batch=13.69s
366/59200 (epoch 1.236) train_loss=277.30939250 time/batch=6.32s
367/59200 (epoch 1.240) train_loss=333.28313791 time/batch=7.51s
368/59200 (epoch 1.243) train_loss=462.50716283 time/batch=10.24s
369/59200 (epoch 1.247) train_loss=511.97464654 time/batch=11.76s
370/59200 (epoch 1.250) train_loss=656.13337110 time/batch=16.34s
371/59200 (epoch 1.253) train_loss=590.78420478 time/batch=13.49s
372/59200 (epoch 1.257) train_loss=451.38806459 time/batch=10.32s
373/59200 (epoch 1.260) train_loss=272.88385167 time/batch=6.61s
374/59200 (epoch 1.264) train_loss=568.05756871 time/batch=13.33s
375/59200 (epoch 1.267) train_loss=208.62289297 time/batch=5.00s
376/59200 (epoch 1.270) train_loss=113.71587696 time/batch=2.83s
377/59200 (epoch 1.274) train_loss=318.88042369 time/batch=7.26s
378/59200 (epoch 1.277) train_loss=215.66621881 time/batch=5.11s
379/59200 (epoch 1.280) train_loss=538.31041867 time/batch=12.18s
380/59200 (epoch 1.284) train_loss=173.86140847 time/batch=4.12s
381/59200 (epoch 1.287) train_loss=382.82997749 time/batch=8.93s
382/59200 (epoch 1.291) train_loss=1046.00602133 time/batch=28.45s
383/59200 (epoch 1.294) train_loss=316.45091016 time/batch=7.36s
384/59200 (epoch 1.297) train_loss=247.00725609 time/batch=5.71s
385/59200 (epoch 1.301) train_loss=506.91067379 time/batch=11.28s
386/59200 (epoch 1.304) train_loss=190.28209830 time/batch=4.49s
387/59200 (epoch 1.307) train_loss=493.17466851 time/batch=10.99s
